ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2024-06-17 21:47:42,2024-06-17 21:47:50,8.008,192.168.40.2,192.168.1.34,0,0,ICMP,...A....,0,0,5,420,0,0,5,4,0,0,24,24,0,1,192.168.1.34,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:48:08.876
2024-06-17 21:47:42,2024-06-17 21:47:50,8.008,192.168.40.2,192.168.1.34,0,0,ICMP,...A....,0,0,5,420,0,0,5,4,0,0,24,24,0,0,192.168.1.34,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:48:08.876
2024-06-17 21:47:45,2024-06-17 21:47:57,12.008,192.168.1.34,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,4,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:48:16.873
2024-06-17 21:47:45,2024-06-17 21:47:57,12.008,192.168.1.34,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,4,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:48:16.873
2024-06-17 21:47:56,2024-06-17 21:48:00,4.048,192.168.40.2,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:48:26.882
2024-06-17 21:47:28,2024-06-17 21:47:32,4.072,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:47:53.888
2024-06-17 21:47:28,2024-06-17 21:47:32,4.072,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:47:53.888
2024-06-17 21:47:28,2024-06-17 21:47:32,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:47:53.888
2024-06-17 21:47:28,2024-06-17 21:47:32,4.080,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:47:53.888
2024-06-17 21:45:24,2024-06-17 21:45:29,5.036,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-17 18:45:48.882
2024-06-13 18:03:21,2024-06-13 18:03:21,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 15:03:49.740
2024-06-13 16:29:13,2024-06-13 16:29:13,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 13:29:41.750
2024-06-13 16:12:09,2024-06-13 16:12:09,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 13:12:37.733
2024-06-13 16:03:37,2024-06-13 16:03:37,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 13:04:05.746
2024-06-13 15:55:04,2024-06-13 15:55:04,0.000,192.168.60.2,192.168.60.255,39486,137,UDP,...A....,0,0,1,78,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:55:32.856
2024-06-13 15:55:04,2024-06-13 15:55:04,0.000,192.168.60.2,192.168.60.255,57949,137,UDP,...A....,0,0,1,78,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:55:32.856
2024-06-13 15:55:05,2024-06-13 15:55:05,0.000,192.168.60.2,192.168.60.255,43562,137,UDP,...A....,0,0,1,78,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:55:32.856
2024-06-13 15:55:05,2024-06-13 15:55:20,15.020,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,5,730,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:55:48.737
2024-06-13 15:55:36,2024-06-13 15:55:36,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:56:04.736
2024-06-13 15:56:08,2024-06-13 15:56:08,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:56:36.736
2024-06-13 15:57:12,2024-06-13 15:57:12,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:57:39.744
2024-06-13 15:59:21,2024-06-13 15:59:21,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,146,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 12:59:49.755
2024-06-13 13:29:38,2024-06-13 13:29:39,1.160,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,3,120,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:30:06.009
2024-06-13 13:28:40,2024-06-13 13:28:41,0.896,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,2,80,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:29:07.998
2024-06-13 13:28:40,2024-06-13 13:28:44,3.796,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,6,1356,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:29:07.998
2024-06-13 13:28:58,2024-06-13 13:28:58,0.000,192.168.60.2,192.168.60.100,59230,53,UDP,...A....,0,0,1,73,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:29:21.999
2024-06-13 13:29:38,2024-06-13 13:29:38,0.244,192.168.60.2,239.255.255.250,53308,3702,UDP,...A....,0,0,2,1270,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:29:54.004
2024-06-13 13:29:38,2024-06-13 13:29:38,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,132,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 10:29:54.004
2024-06-13 10:59:35,2024-06-13 10:59:35,0.456,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,2,80,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:01.773
2024-06-13 10:59:35,2024-06-13 10:59:39,4.192,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,6,1356,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:01.773
2024-06-13 10:59:52,2024-06-13 10:59:52,0.000,192.168.60.2,192.168.60.100,33571,53,UDP,...A....,0,0,1,73,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:15.781
2024-06-13 11:00:15,2024-06-13 11:00:15,0.000,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,1,132,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:41.808
2024-06-13 11:00:15,2024-06-13 11:00:16,0.112,192.168.60.2,239.255.255.250,55397,3702,UDP,...A....,0,0,2,1270,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:41.808
2024-06-13 11:00:15,2024-06-13 11:00:16,0.884,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,3,120,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-13 08:00:41.808
2024-06-10 15:37:42,2024-06-10 15:37:46,4.196,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,0,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:37:16.695
2024-06-10 15:37:42,2024-06-10 15:37:46,4.196,192.168.40.2,192.168.60.2,0,0,ICMP,...A....,0,0,5,420,0,0,5,7,0,0,24,24,0,1,192.168.60.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:37:16.695
2024-06-10 15:37:42,2024-06-10 15:37:46,4.120,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,0,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:37:16.695
2024-06-10 15:37:42,2024-06-10 15:37:46,4.120,192.168.60.2,192.168.40.2,0,0,ICMP,...A....,0,0,5,420,0,0,7,5,0,0,24,24,0,1,192.168.40.2,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:37:16.695
2024-06-10 15:37:25,2024-06-10 15:37:30,5.104,192.168.40.2,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,5,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:37:00.711
2024-06-10 15:36:53,2024-06-10 15:36:57,4.044,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:36:27.683
2024-06-10 15:35:59,2024-06-10 15:35:59,0.040,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,500,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:35:29.697
2024-06-10 15:24:00,2024-06-10 15:24:04,4.020,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:23:34.692
2024-06-10 15:24:12,2024-06-10 15:24:12,0.040,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,500,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:23:34.692
2024-06-10 15:15:28,2024-06-10 15:15:32,4.336,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,420,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:15:02.681
2024-06-10 15:15:37,2024-06-10 15:15:38,0.376,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,5,500,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 14:15:02.681
2024-06-10 13:57:42,2024-06-10 13:57:44,1.920,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,10,1000,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:58:11.800
2024-06-10 13:58:01,2024-06-10 13:58:19,17.220,192.168.1.34,192.168.1.195,0,0,ICMP,...A....,0,0,15,1260,0,0,4,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:58:45.808
2024-06-10 13:37:30,2024-06-10 13:37:30,0.372,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,2,80,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:37:57.254
2024-06-10 13:37:30,2024-06-10 13:37:34,3.884,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,6,1356,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:37:57.254
2024-06-10 13:37:50,2024-06-10 13:37:50,0.000,192.168.60.2,192.168.60.100,35982,53,UDP,...A....,0,0,1,73,0,0,7,0,0,0,24,24,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:38:14.277
2024-06-10 13:38:19,2024-06-10 13:38:19,0.148,192.168.60.2,224.0.0.251,5353,5353,UDP,...A....,0,0,2,182,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:38:40.293
2024-06-10 13:38:19,2024-06-10 13:38:19,0.212,192.168.60.2,239.255.255.250,40570,3702,UDP,...A....,0,0,2,1270,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:38:40.293
2024-06-10 13:38:19,2024-06-10 13:38:20,0.832,192.168.60.2,224.0.0.22,0,148,IGMP,...A....,0,192,4,160,0,0,7,0,0,0,24,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,192.168.60.100,0/0,1,2024-06-10 10:38:40.293
